"id","const"
"1","cCotización"
"2","cPedido"
"3","cRemisión"
"4","cFactura"
"5","cNota_de_crédito"
"6","cTicket"
"7","cGasto"
"17","cNota_de_cargo"
"18","cPagaré"
"19","cRecibo"
"33","cIngreso"
"34","cEgreso"
"65","cDepósito"
"66","cCheque"
"67","cRetiro"
"68","cSPEI"
"69","cTransferencia_Interbancaria"
"70","cRequisicion"
"80","cContrarrecibo"
